species	common_name	body_mass_g	body_mass_notes	max_lifespan_yr	max_lifespan_notes	gestation_days	gestation_notes	litter_size	litter_size_notes	age_maturity_days	age_maturity_notes	metabolic_rate_W	metabolic_rate_notes	brain_mass_g	brain_mass_notes	sleep_hr_day	sleep_notes
Choloepus_didactylus	southern two-toed sloth	6646.5	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Choloepus didactylus	36.8	AnAge build 14 (genomics.senescence.info); exact match: Choloepus didactylus	279.0	AnAge build 14 (genomics.senescence.info); exact match: Choloepus didactylus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Choloepus didactylus	1279.0	AnAge build 14 (genomics.senescence.info); exact match: Choloepus didactylus			28.2	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol]	14.4	Savage & West 2007 PNAS (genus Choloepus; measured in C. hoffmanni)
Choloepus_hoffmanni	Hoffmanns two-fingered sloth	4005.2	AnAge build 14 (genomics.senescence.info); exact match: Choloepus hoffmanni	41.0	AnAge build 14 (genomics.senescence.info); exact match: Choloepus hoffmanni	350.0	AnAge build 14 (genomics.senescence.info); exact match: Choloepus hoffmanni	1.0	AnAge build 14 (genomics.senescence.info); exact match: Choloepus hoffmanni	730.0	AnAge build 14 (genomics.senescence.info); exact match: Choloepus hoffmanni	3.891	AnAge build 14 (genomics.senescence.info); exact match: Choloepus hoffmanni	23.07	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; Isler_&_vanSchaik_2009_Bio_Lett; Stankowich_&_Romero_2017_ProcB]	14.4	Savage & West 2007 PNAS 104:1051-1056 (msleep)
Chrysochloris_asiatica	Cape golden mole	37.16	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); No AnAge data									0.2278	PanTHERIA v1.0 (Jones et al. 2009); converted from mLO2/hr using 20.1 J/mLO2 (validated vs AnAge: mean ratio 1.007±0.085)	0.7	González-Suárez et al. 2021 [Stankowich_&_Romero_2017_ProcB]		
Chrysocyon_brachyurus	maned wolf	23325.0	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Chrysocyon brachyurus	16.8	AnAge build 14 (genomics.senescence.info); exact match: Chrysocyon brachyurus	64.0	AnAge build 14 (genomics.senescence.info); exact match: Chrysocyon brachyurus	3.0	AnAge build 14 (genomics.senescence.info); exact match: Chrysocyon brachyurus	730.0	AnAge build 14 (genomics.senescence.info); exact match: Chrysocyon brachyurus			122.4654	González-Suárez et al. 2021 [Lemaitre_et_al_2009_J_Evol_Biol; Tsubio_et_al_2018_NEE]		
Clethrionomys_rutilus	Northern red-backed vole																
Cnephaeus_nilssonii	Northern bat																
Coendou_prehensilis	Brazilian porcupine	3280.0	AnAge build 14 (genomics.senescence.info); exact match: Coendou prehensilis	26.6	AnAge build 14 (genomics.senescence.info); exact match: Coendou prehensilis	203.0	AnAge build 14 (genomics.senescence.info); exact match: Coendou prehensilis	1.0	AnAge build 14 (genomics.senescence.info); exact match: Coendou prehensilis	578.0	AnAge build 14 (genomics.senescence.info); exact match: Coendou prehensilis	5.123	AnAge build 14 (genomics.senescence.info); exact match: Coendou prehensilis	17.0311	González-Suárez et al. 2021 [Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]		
Colobus_angolensis_palliatus	Angolan colobus	8990.31	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Colobus angolensis	35.3	AnAge build 14 (genomics.senescence.info); exact match: Colobus angolensis	191.0	AnAge build 14 (genomics.senescence.info); exact match: Colobus angolensis	1.0	AnAge build 14 (genomics.senescence.info); exact match: Colobus angolensis	1642.0	AnAge build 14 (genomics.senescence.info); exact match: Colobus angolensis			72.98	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; DeCasien_et_al_2017_Nat_Ecol_Evol; Tsubio_et_al_2018_NEE]		
Colobus_guereza	mantled guereza	10623.6	AnAge build 14 (genomics.senescence.info); exact match: Colobus guereza	35.0	AnAge build 14 (genomics.senescence.info); exact match: Colobus guereza	175.0	AnAge build 14 (genomics.senescence.info); exact match: Colobus guereza	1.0	AnAge build 14 (genomics.senescence.info); exact match: Colobus guereza	1461.0	AnAge build 14 (genomics.senescence.info); exact match: Colobus guereza	17.037	AnAge build 14 (genomics.senescence.info); exact match: Colobus guereza	77.4003	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; DeCasien_et_al_2017_Nat_Ecol_Evol; Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Condylura_cristata	star-nosed mole	49.0	AnAge build 14 (genomics.senescence.info); exact match: Condylura cristata	2.5	AnAge build 14 (genomics.senescence.info); exact match: Condylura cristata	40.0	AnAge build 14 (genomics.senescence.info); exact match: Condylura cristata	4.4	AnAge build 14 (genomics.senescence.info); exact match: Condylura cristata	304.0	AnAge build 14 (genomics.senescence.info); exact match: Condylura cristata	0.615	AnAge build 14 (genomics.senescence.info); exact match: Condylura cristata	1.37	González-Suárez et al. 2021 [Mace_et_al_1981_JZool]	10.3	Savage & West 2007 PNAS (msleep, genus Condylura)
Connochaetes_taurinus	brindled gnu	196500.0	AnAge build 14 (genomics.senescence.info); exact match: Connochaetes taurinus	24.3	AnAge build 14 (genomics.senescence.info); exact match: Connochaetes taurinus	253.0	AnAge build 14 (genomics.senescence.info); exact match: Connochaetes taurinus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Connochaetes taurinus	411.0	AnAge build 14 (genomics.senescence.info); exact match: Connochaetes taurinus	230.073	AnAge build 14 (genomics.senescence.info); exact match: Connochaetes taurinus	401.35	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Stankowich_&_Romero_2017_ProcB]		
Corynorhinus_rafinesquii	Rafinesques big-eared bat	9.15	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Corynorhinus rafinesquii			53.0	AnAge build 14 (genomics.senescence.info); exact match: Corynorhinus rafinesquii	1.0	AnAge build 14 (genomics.senescence.info); exact match: Corynorhinus rafinesquii	182.0	AnAge build 14 (genomics.senescence.info); exact match: Corynorhinus rafinesquii						
Corynorhinus_townsendii	Townsends big-eared bat	10.3	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Corynorhinus townsendii	20.5	AnAge build 14 (genomics.senescence.info); exact match: Corynorhinus townsendii	78.0	AnAge build 14 (genomics.senescence.info); exact match: Corynorhinus townsendii	1.0	AnAge build 14 (genomics.senescence.info); exact match: Corynorhinus townsendii	210.0	AnAge build 14 (genomics.senescence.info); exact match: Corynorhinus townsendii						
Craseonycteris_thonglongyai	hog-nosed bat	1.96	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); No AnAge data											0.087	González-Suárez et al. 2021 [Pitnick_et_al_2006_ProcB]		
Cricetomys_ansorgei	southern giant pouched rat	1686.7	AnAge build 14; genus Cricetomys (n=2) median used (no species-level data)	7.9	AnAge build 14; genus Cricetomys (n=2) median used (no species-level data)	34.0	AnAge build 14; genus Cricetomys (n=2) median used (no species-level data)	2.25	AnAge build 14; genus Cricetomys (n=2) median used (no species-level data)	160.0	AnAge build 14; genus Cricetomys (n=2) median used (no species-level data)	6.024	AnAge build 14; genus Cricetomys (n=2) median used (no species-level data)	6.57	González-Suárez et al. 2021 (genus Cricetomys median)	8.3	Savage & West 2007 PNAS (msleep, genus Cricetomys)
Cricetomys_gambianus	Gambian giant pouched rat	1686.7	AnAge build 14 (genomics.senescence.info); exact match: Cricetomys gambianus	8.4	AnAge build 14 (genomics.senescence.info); exact match: Cricetomys gambianus	34.0	AnAge build 14 (genomics.senescence.info); exact match: Cricetomys gambianus	3.5	AnAge build 14 (genomics.senescence.info); exact match: Cricetomys gambianus	158.0	AnAge build 14 (genomics.senescence.info); exact match: Cricetomys gambianus	6.024	AnAge build 14 (genomics.senescence.info); exact match: Cricetomys gambianus	6.57	González-Suárez et al. 2021 [Mace_et_al_1981_JZool]	8.3	Savage & West 2007 PNAS (msleep, genus Cricetomys)
Cricetulus_griseus	Chinese hamster			5.3	AnAge build 14; genus Cricetulus (n=1) median used (no species-level data)			5.3	AnAge build 14; genus Cricetulus (n=1) median used (no species-level data)					0.6699	González-Suárez et al. 2021 (genus Cricetulus median)		
Cricetus_cricetus	Black-bellied hamster	365.3	AnAge build 14 (genomics.senescence.info); exact match: Cricetus cricetus	3.6	AnAge build 14 (genomics.senescence.info); exact match: Cricetus cricetus	20.0	AnAge build 14 (genomics.senescence.info); exact match: Cricetus cricetus	7.0	AnAge build 14 (genomics.senescence.info); exact match: Cricetus cricetus	43.0	AnAge build 14 (genomics.senescence.info); exact match: Cricetus cricetus	1.251	AnAge build 14 (genomics.senescence.info); exact match: Cricetus cricetus	2.33	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Crocidura_gueldenstaedtii	Guldenstadts white-toothed shrew	11.25	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	2.85	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	28.0	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	4.0	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	95.0	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	0.1545	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	0.19	González-Suárez et al. 2021 (genus Crocidura median)		
Crocidura_zimmermanni	Zimmermanns shrew	11.25	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	2.85	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	28.0	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	4.0	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	95.0	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	0.1545	AnAge build 14; genus Crocidura (n=4) median used (no species-level data)	0.19	González-Suárez et al. 2021 (genus Crocidura median)		
Crocuta_crocuta	spotted hyena	63369.98	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Crocuta crocuta	41.1	AnAge build 14 (genomics.senescence.info); exact match: Crocuta crocuta	110.0	AnAge build 14 (genomics.senescence.info); exact match: Crocuta crocuta	2.0	AnAge build 14 (genomics.senescence.info); exact match: Crocuta crocuta	1095.0	AnAge build 14 (genomics.senescence.info); exact match: Crocuta crocuta			149.2151	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Cryptoprocta_ferox	fossa	9500.0	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Cryptoprocta ferox	23.1	AnAge build 14 (genomics.senescence.info); exact match: Cryptoprocta ferox	90.0	AnAge build 14 (genomics.senescence.info); exact match: Cryptoprocta ferox	3.0	AnAge build 14 (genomics.senescence.info); exact match: Cryptoprocta ferox	1496.0	AnAge build 14 (genomics.senescence.info); exact match: Cryptoprocta ferox			35.0385	González-Suárez et al. 2021 [Lemaitre_et_al_2009_J_Evol_Biol; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]		
Cryptotis_parvus	least shrew	6.3	AnAge build 14; genus Cryptotis (n=1) median used (no species-level data)	3.5	AnAge build 14; genus Cryptotis (n=1) median used (no species-level data)	21.0	AnAge build 14; genus Cryptotis (n=1) median used (no species-level data)	4.5	AnAge build 14; genus Cryptotis (n=1) median used (no species-level data)	40.0	AnAge build 14; genus Cryptotis (n=1) median used (no species-level data)	0.164	AnAge build 14; genus Cryptotis (n=1) median used (no species-level data)	0.12	González-Suárez et al. 2021 (genus Cryptotis median)	9.1	Savage & West 2007 PNAS (msleep, genus Cryptotis)
Ctenodactylus_gundi	Northern gundi	288.41	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Ctenodactylus gundi	5.8	AnAge build 14 (genomics.senescence.info); exact match: Ctenodactylus gundi	74.0	AnAge build 14 (genomics.senescence.info); exact match: Ctenodactylus gundi	1.9	AnAge build 14 (genomics.senescence.info); exact match: Ctenodactylus gundi	319.0	AnAge build 14 (genomics.senescence.info); exact match: Ctenodactylus gundi						
Ctenomys_sociabilis	social tuco-tuco	121.0	AnAge build 14; genus Ctenomys (n=2) median used (no species-level data)			102.0	AnAge build 14; genus Ctenomys (n=2) median used (no species-level data)	4.0	AnAge build 14; genus Ctenomys (n=2) median used (no species-level data)	243.0	AnAge build 14; genus Ctenomys (n=2) median used (no species-level data)	0.611	AnAge build 14; genus Ctenomys (n=2) median used (no species-level data)				
Cynocephalus_volans	Philippine flying lemur	1250.0	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Cynocephalus volans			105.0	AnAge build 14 (genomics.senescence.info); exact match: Cynocephalus volans	1.0	AnAge build 14 (genomics.senescence.info); exact match: Cynocephalus volans								
Cynomys_gunnisoni	Gunnisons prairie dog	797.93	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Cynomys gunnisoni			30.0	AnAge build 14 (genomics.senescence.info); exact match: Cynomys gunnisoni	4.4	AnAge build 14 (genomics.senescence.info); exact match: Cynomys gunnisoni	365.0	AnAge build 14 (genomics.senescence.info); exact match: Cynomys gunnisoni			5.18	González-Suárez et al. 2021 [Mace_et_al_1981_JZool; Tsubio_et_al_2018_NEE]		
Cynopterus_brachyotis	lesser short-nosed fruit bat	37.2	AnAge build 14 (genomics.senescence.info); exact match: Cynopterus brachyotis	10.1	AnAge build 14 (genomics.senescence.info); exact match: Cynopterus brachyotis	112.0	AnAge build 14 (genomics.senescence.info); exact match: Cynopterus brachyotis	1.0	AnAge build 14 (genomics.senescence.info); exact match: Cynopterus brachyotis	213.0	AnAge build 14 (genomics.senescence.info); exact match: Cynopterus brachyotis	0.262	AnAge build 14 (genomics.senescence.info); exact match: Cynopterus brachyotis	0.981	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; Isler_&_vanSchaik_2009_Bio_Lett; Pitnick_et_al_2006_ProcB]		
Cynopterus_sphinx	Indian short-nosed fruit bat	44.71	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Cynopterus sphinx	10.0	AnAge build 14 (genomics.senescence.info); exact match: Cynopterus sphinx	120.0	AnAge build 14 (genomics.senescence.info); exact match: Cynopterus sphinx	1.2	AnAge build 14 (genomics.senescence.info); exact match: Cynopterus sphinx	150.0	AnAge build 14 (genomics.senescence.info); exact match: Cynopterus sphinx			1.1305	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Pitnick_et_al_2006_ProcB]		
Dama_dama	Fallow deer	57224.61	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Dama dama	27.0	AnAge build 14 (genomics.senescence.info); exact match: Dama dama	233.0	AnAge build 14 (genomics.senescence.info); exact match: Dama dama	1.0	AnAge build 14 (genomics.senescence.info); exact match: Dama dama	487.0	AnAge build 14 (genomics.senescence.info); exact match: Dama dama			220.0902	González-Suárez et al. 2021 [Barton_&_Capellini_2011_PNAS; Isler_&_vanSchaik_2009_Bio_Lett; Jeschke_&_Strayer_2006_GCB; Lemaitre_et_al_2009_J_Evol_Biol; Tsubio_et_al_2018_NEE]		
Damaliscus_lunatus	topi	136000.33	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Damaliscus lunatus	35.0	AnAge build 14 (genomics.senescence.info); exact match: Damaliscus lunatus	238.0	AnAge build 14 (genomics.senescence.info); exact match: Damaliscus lunatus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Damaliscus lunatus	639.0	AnAge build 14 (genomics.senescence.info); exact match: Damaliscus lunatus			324.0	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Dasyprocta_punctata	punctate agouti	2309.12	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Dasyprocta punctata	13.8	AnAge build 14 (genomics.senescence.info); exact match: Dasyprocta punctata	112.0	AnAge build 14 (genomics.senescence.info); exact match: Dasyprocta punctata	2.0	AnAge build 14 (genomics.senescence.info); exact match: Dasyprocta punctata	487.0	AnAge build 14 (genomics.senescence.info); exact match: Dasyprocta punctata			18.34	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; Isler_&_vanSchaik_2009_Bio_Lett]		
Dasypus_novemcinctus	Nine-banded armadillo	3413.7	AnAge build 14 (genomics.senescence.info); exact match: Dasypus novemcinctus	22.3	AnAge build 14 (genomics.senescence.info); exact match: Dasypus novemcinctus	133.0	AnAge build 14 (genomics.senescence.info); exact match: Dasypus novemcinctus	4.0	AnAge build 14 (genomics.senescence.info); exact match: Dasypus novemcinctus	365.0	AnAge build 14 (genomics.senescence.info); exact match: Dasypus novemcinctus	4.655	AnAge build 14 (genomics.senescence.info); exact match: Dasypus novemcinctus	10.75	González-Suárez et al. 2021 [Barton_&_Capellini_2011_PNAS; Boddy_et_al_2012_J_Evol_Biol; Isler_&_vanSchaik_2009_Bio_Lett; Jeschke_&_Strayer_2006_GCB; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]	17.4	Zepelin et al. 2005 Principles & Practices of Sleep Medicine
Daubentonia_madagascariensis	aye-aye	2731.37	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Daubentonia madagascariensis	32.3	AnAge build 14 (genomics.senescence.info); exact match: Daubentonia madagascariensis	165.0	AnAge build 14 (genomics.senescence.info); exact match: Daubentonia madagascariensis	1.0	AnAge build 14 (genomics.senescence.info); exact match: Daubentonia madagascariensis	882.0	AnAge build 14 (genomics.senescence.info); exact match: Daubentonia madagascariensis			45.745	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; DeCasien_et_al_2017_Nat_Ecol_Evol; Isler_&_vanSchaik_2009_Bio_Lett; Razafindratsima_et_al_2018_Ecol]		
